"name";"ine";"email";"tel"
"Fuente el Sol";"47-067";"ayuntamiento@fuenteelsol.gob.es";NA
"Valverde de Campos";"47-185";"ayuntamiento@valverdedecampos.gob.es";"983700203"
"Fuente-Olmedo";"47-068";"ayuntamiento@fuenteolmedo.gob.es";"983626002"
"Valladolid";"47-186";"ig@ava.es";"983426100"
"Gallegos de Hornija";"47-069";"ayuntamiento@gallegosdehornija.gob.es";"983788165"
"Vega de Ruiponce";"47-187";"ayuntamiento@vegaderuiponce.gob.es";"983785181"
"Gatón de Campos";"47-070";"ayto.gaton@dip-valladolid.es";"983760401"
"Vega de Valdetronco";"47-188";"ayuntamiento@vegadevaldetronco.gob.es";"983788037"
"Geria";"47-071";"ayto.geria@dip-valladolid.es";NA
"Velascálvaro";"47-189";"ayto.velascalvaro@dip-valladolid.es";"983801016"
"Herrín de Campos";"47-073";"ayto.herrin@dip-valladolid.es";"983760401"
"Velilla";"47-190";"ayto.velilla@dip-valladolid.es";"983792420"
"Hornillos de Eresma";"47-074";"ayto.hornillos@dip-valladolid.es";"983610012"
"Velliza";"47-191";"ayto.velliza@dip-valladolid.es";NA
"Íscar";"47-075";"interventor.iscar@dip-valladolid.es";"983611003"
"Ventosa de la Cuesta";"47-192";NA;"983822057"
"Laguna de Duero";"47-076";"administracion.tributaria@lagunadeduero.org/info@lagunadeduero.org";"983540058"
"Viana de Cega";"47-193";"ayuntamiento@vianadecega.gob.es";NA
"Langayo";"47-077";"ayto.langayo@dip-valaldolid.es";"983890084"
"Viloria";"47-194";"ayto.viloria@dip-valladolid.es";NA
"Lomoviejo";"47-078";"ayto.lomoviejo@dip-valladolid.es";"983824033"
"Villabáñez";"47-195";"ayuntamiento@villabanez.gob.es";"983520801"
"Llano de Olmedo";"47-079";"ayuntamiento@llanodeolmedo.gob.es";"983617002"
"Villabaruz de Campos";"47-196";"ayto.villabaruz@dip-valladolid.es";"983760498"
"Manzanillo";"47-080";"ayto.manzanillo@dip-valladolid.es";"983890192"
"Villabrágima";"47-197";"ayto.villabragima@dip-valladolid.es";"983714000"
"Marzales";"47-081";NA;"983788076"
"Villacarralón";"47-198";NA;"983740435"
"Matapozuelos";"47-082";"ayto.matapozuelos@dip-valladolid";NA
"Villacid de Campos";"47-199";"ayto.villacid@dip-valladolid.es";"983740002"
"Matilla de los Caños";"47-083";"ayto.matilla@dip-valladolid.es";"983792530"
"Villaco";"47-200";"ayuntamiento@villaco.gob.es";"983686556"
"Mayorga";"47-084";"secretario@aytomayorga.org";"983751591"
"Villafrades de Campos";"47-203";"ayto.villafrades@dip-valladolid.es";"983740488"
"Medina del Campo";"47-085";"intervencion@ayto-medinadelcampo.es";NA
"Villafranca de Duero";"47-204";"aytovillafran1@terra.es";"983836703"
"Medina de Rioseco";"47-086";"ayto@medinaderioseco.org";"983700825"
"Villafrechós";"47-205";NA;"983716001"
"Megeces";"47-087";"ayto.megeces@dip-valladolid.es";"983604057"
"Villafuerte";"47-206";"ayuntamiento@villafuerte.gob.es";"983683692"
"Melgar de Abajo";"47-088";"ayuntamiento@melgardeabajo.gob.es";"983785041"
"Villagarcía de Campos";"47-207";"ayuntamiento@villagarciadecampos.gob.es";"983717003"
"Melgar de Arriba";"47-089";NA;"983785003"
"Villagómez la Nueva";"47-208";"AYTO.vILLAGOMEZ@DIP-VALLADOLID.ES";"983756006"
"Mojados";"47-090";"ayto.mojados@dip-valladolid.es";NA
"Villalán de Campos";"47-209";"ayuntamiento@villalandecampos.gob.es";"983757301"
"Monasterio de Vega";"47-091";"ayuntamiento@monasteriodevega.gob.es";"983785151"
"Villalar de los Comuneros";"47-210";"ayto.villalar@dip-valladolid.es";NA
"Montealegre de Campos";"47-092";NA;"983718000"
"Villalba de la Loma";"47-211";NA;"983756093"
"Montemayor de Pililla";"47-093";"ayto.montemayor@dip-Valladolid.es";"983694001"
"Villalba de los Alcores";"47-212";NA;"983721500"
"Moral de la Reina";"47-094";"ayuntamiento@moraldelareina.gob.es";"983710001"
"Villalbarba";"47-213";"ayuntamiento@villalbarba.gob.es";"983780101"
"Moraleja de las Panaderas";"47-095";"ayto.moraleja@dip-valladolid.es";"983825049"
"Villalón de Campos";"47-214";NA;"983740011"
"Morales de Campos";"47-096";"ayto.morales@dip-valladolid.es";NA
"Villamuriel de Campos";"47-215";"ayto.villamuriel@dip-valladolid.es";NA
"Mota del Marqués";"47-097";"ayuntamiento@motadelmarques.gob.es";"983780001"
"Villán de Tordesillas";"47-216";"ayto.villan@dip-valladolid.es";"983792477"
"Mucientes";"47-098";"ayuntamiento@mucientes.gob.es";"983587709"
"Villanubla";"47-217";"ayuntamiento@villanubla.gob.es";"983560211"
"Mudarra (La)";"47-099";"mmdiezroig@yahoo.es";"983567006"
"Villanueva de Duero";"47-218";"ayto.villanueva.duero@dip-valladolid.es";NA
"Muriel";"47-100";"ayto.muriel@dip-valladolid.es";NA
"Villanueva de la Condesa";"47-219";NA;"983756111"
"Nava del Rey";"47-101";"ayto.nava@dip-valladolid.es";"983850111"
"Villanueva de los Caballeros";"47-220";"ayuntamiento@villanuevadeloscaballeros.gob.es";"983721018"
"Nueva Villa de las Torres";"47-102";"ayto.nueva.villa@dip-valladolid.es";"983819267"
"Villanueva de los Infantes";"47-221";NA;"983506184"
"Olivares de Duero";"47-103";NA;NA
"Villanueva de San Mancio";"47-222";NA;"983701117"
"Olmedo";"47-104";"ayto.olmedo@dip-valladolid.es";"983600064"
"Villardefrades";"47-223";NA;"983723526"
"Olmos de Esgueva";"47-105";NA;NA
"Villarmentero de Esgueva";"47-224";NA;"983806092"
"Olmos de Peñafiel";"47-106";NA;"983882095"
"Villasexmir";"47-225";"ayuntamiento@villasexmir.gob.es";"983563667"
"Palazuelo de Vedija";"47-109";"ayuntamiento@palazuelodevedija.gob.es";"983700025"
"Villavaquerín";"47-226";"ayuntamiento@villavaquerin.gob.es";"983506292"
"Parrilla (La)";"47-110";"ayuntamiento@laparrilla.gob.es";"983681518"
"Villavellid";"47-227";NA;"983723595"
"Pedraja de Portillo (La)";"47-111";NA;"983553042"
"Villaverde de Medina";"47-228";"ayto.villaverde@dip-valladolid.es";"983831807"
"Pedrajas de San Esteban";"47-112";"ayto.pedrajas@dip-valladollid.es";"983605005"
"Villavicencio de los Caballeros";"47-229";"ayto.villavicencio@dip-valladolid.es";"983757201"
"Pedrosa del Rey";"47-113";"ayto.pedrosa@dip-valladolid.es";"983792116"
"Wamba";"47-230";"ayto.wamba@dip-valladolid.es";NA
"Peñafiel";"47-114";"intervencion@penafiel.es";"983880002"
"Zaratán";"47-231";"ayto.zaratan@dip-valladolid.es";NA
"Peñaflor de Hornija";"47-115";"ayto.penaflor@dip-valladolid.es";"983565102"
"Zarza (La)";"47-232";"ayto.zarza@dip-valladolid.es";"983855050"
"Pesquera de Duero";"47-116";"ayto.pesquera@dip-valladolid.es";"983870020"
"Abenójar";"13-001";NA;"926835001"
"Malagón";"13-052";"intervencion@malagon.es";"926802545"
"Agudo";"13-002";"ayuntamiento@agudo.es";"926730001"
"Manzanares";"13-053";"secretaria@manzanares.es";"926610336"
"Alamillo";"13-003";"ayunt_alamillo@lycos.es";"926735029"
"Membrilla";"13-054";"interventora@aytomembrilla.org";"926648023"
"Albaladejo";"13-004";"albaladejo@local.jccm.es";"926387301"
"Mestanza";"13-055";"ayto_mestanza@dipucr.es";"926485672"
"Alcázar de San Juan";"13-005";"unidaddeingresos@aytoalcazar.es";"926579100"
"Miguelturra";"13-056";"intervencion@ayto-miguelturra.es";"926241111"
"Alcoba";"13-006";"secretario@alcobadelosmontes.es";"926770001"
"Montiel";"13-057";"administracion@ayuntamientodemontiel.es";"926353031"
"Alcolea de Calatrava";"13-007";"alcolea@local.jccm.es";"926772001"
"Moral de Calatrava";"13-058";"secretaria@moraldecalatrava.org";"926330001"
"Alcubillas";"13-008";"alcubillas@local.jccm.es";"926356163"
"Navalpino";"13-059";"ayuntamientonavalpino@hotmail.com";"926771201"
"Aldea del Rey";"13-009";"ayto.aldeadelrey@cim.es";"926866910"
"Navas de Estena";"13-060";"secretaria@navasdeestena.org";"925409001"
"Alhambra";"13-010";"aytoalhambra@gmail.com";"926356806"
"Pedro Muñoz";"13-061";"intervencion@pedro-munoz.com";"926586001"
"Almadén";"13-011";"intervencion@ayto-almaden.com";"926710052"
"Picón";"13-062";"ayuntamiento@picon.es";"926820001"
"Almadenejos";"13-012";"ayuntamiento_almadenejos@hotmail.com";"926740006"
"Piedrabuena";"13-063";"ayto_piedrabuena@dipucr.es";"926760250"
"Almagro";"13-013";NA;"926860046"
"Poblete";"13-064";"AYTOPOBLETE@terra.es";"926833014"
"Almedina";"13-014";"secretarioalmedina@gmail.com";"926356427"
"Porzuna";"13-065";"alcadia@ayto-porzuna.es";"926780001"
"Almodóvar del Campo";"13-015";"secretaria@almodovardelcampo.es";"926483123"
"Pozuelo de Calatrava";"13-066";"pozuelocva@telefonica.net";"926840239"
"Almuradiel";"13-016";"almuradiel@local.jccm.es";"926339081"
"Pozuelos de Calatrava (Los)";"13-067";"ayto_pozuelos@dipucr.es";"926832190"
"Anchuras";"13-017";"anchurasayuntamiento@yahoo.es";"926773001"
"Puebla de Don Rodrigo";"13-068";"aytosecretaria@hotmail.com";"926777001"
"Arenas de San Juan";"13-018";"ayto-arenas@manchanet.es";"926893002"
"Puebla del Príncipe";"13-069";NA;"926359009"
"Argamasilla de Alba";"13-019";"secretaria@argamasilladealba.es";"926521034"
"Puerto Lápice";"13-070";"aytpuertolapice@hotmail.com";"926576041"
"Argamasilla de Calatrava";"13-020";"ayto_argamasillacva@dipucr.es";"926442520"
"Puertollano";"13-071";"alcaldia@puertollano.es";"926418118"
"Arroba de los Montes";"13-021";"ayunt_arroba@terra.com";"926771501"
"Retuerta del Bullaque";"13-072";"secretariaretuerta@hotmail.com";"925421621"
"Ballesteros de Calatrava";"13-022";"aytoballesteros@ballesterosdecalatrava.es";"926842001"
"Saceruela";"13-073";"saceruela@local.jccm.es";"926779001"
"Bolaños de Calatrava";"13-023";"secretaria@bolanosdecalatrava.es";"926870027"
"San Carlos del Valle";"13-074";"ayuntamiento@sancarlosdelvalle.org";"926630011"
"Brazatortas";"13-024";"brazatortas@gmail.com";"926471004"
"San Lorenzo de Calatrava";"13-075";"slorenzoc@local.jccm.es";"926335001"
"Cabezarados";"13-025";"ayto_cabezarados@dipucr.es";"926835805"
"Santa Cruz de los Cáñamos";"13-076";"santacruzcanamos@gmail.com";"926387005"
"Cabezarrubias del Puerto";"13-026";"ayto_cabezarrubias@dipucr.es";"926476021"
"Santa Cruz de Mudela";"13-077";"intervencion@stacruzmudela.org";"926342273"
"Calzada de Calatrava";"13-027";"calzada-calatrava@local.jccm.es";"926875244"
"Socuéllamos";"13-078";"intervencion@ayto-socuellamos.es";"926539410"
"Campo de Criptana";"13-028";"ayuntamiento@campodecriptana.es";"926564277"
"Solana (La)";"13-079";"ayuntamiento@lasolana.es";"926631011"
"Cañada de Calatrava";"13-029";"aytocanada@hotmail.com";"926830201"
"Solana del Pino";"13-080";"ayto.solanadelpino@yahoo.es";"926485026"
"Caracuel de Calatrava";"13-030";"aytocaracuel@hotmail.com";"926830176"
"Terrinches";"13-081";"terrinches@local.jccm.es";"926387201"
"Carrión de Calatrava";"13-031";"info@carriondecalatrava.es";"926814081"
"Tomelloso";"13-082";"alcaldia@aytotomelloso.es";"926528801"
"Carrizosa";"13-032";"carrizosa@local.jccm.es";"926368012"
"Torralba de Calatrava";"13-083";"jlsevilla@ayuntorralba.com";"926810181"
"Castellar de Santiago";"13-033";"castellardesantiago@castellardesantiago.es";"926340001"
"Torre de Juan Abad";"13-084";"administracion@torredejuanabad.es";"926383001"
"Ciudad Real";"13-034";"jvguzman@ayto-ciudadreal.es";"926211044"
"Torrenueva";"13-085";"administracion@ayuntamientotorrenueva.es";"926341001"
"Corral de Calatrava";"13-035";"administracion@corraldecalatrava.net";"926830001"
"Valdemanco del Esteras";"13-086";"ayto.valdemanco@hotmail.com";"926747111"
"Cortijos (Los)";"13-036";"ayuntamiento@loscortijos.com";"926808052"
"Valdepeñas";"13-087";"interventor@valdepenas.es";"926310589"
"Cózar";"13-037";"aytocozar@cozar.es";"926365101"
"Valenzuela de Calatrava";"13-088";"aytovalenzuela@yahoo.es";"926867005"
"Chillón";"13-038";"ayuntamiento@chillon.es";"926711301"
"Villahermosa";"13-089";"villahermosa@local.jccm.es";"926375001"
"Daimiel";"13-039";"intervencion@aytodaimiel.es";"926260600"
"Villamanrique";"13-090";"secretario@villamanrique.net";"926354363"
"Fernán Caballero";"13-040";"registro@fernan-caballero.org";"926809001"
"Villamayor de Calatrava";"13-091";"administracion@villamayordecalatrava.es";"926443002"
"Fontanarejo";"13-041";"ayto_fontanarejo@dipucr.es";"926771101"
"Villanueva de la Fuente";"13-092";"vvadelafuente@gmail.com";"967396000"
"Fuencaliente";"13-042";"administradora@fuencaliente.es";"926470001"
"Villanueva de los Infantes";"13-093";"info@infantes.org";"926360024"
"Fuenllana";"13-043";"ayto_fuenllana@dipucr.es";"926360704"
"Villanueva de San Carlos";"13-094";"villanuevadesancarlos@wanadoo.es";"926879001"
"Fuente el Fresno";"13-044";"aytoffresno@gmail.com";"926806016"
"Villar del Pozo";"13-095";"ayto_villarpozo@dipucr.es";"926842159"
"Granátula de Calatrava";"13-045";"ayto_granatula@dipucr.es";"926868003"
"Villarrubia de los Ojos";"13-096";"secretaria@villarrubiadelosojos.es";"926898156"
"Guadalmez";"13-046";"ayunguadalmez@yahoo.es";"926742035"
"Villarta de San Juan";"13-097";"ayuntamiento@villarta.org";"926640001"
"Herencia";"13-047";"interventor@herencia.es";"926571002"
"Viso del Marqués";"13-098";"secretaria@visodelmarques.es";"926336001"
"Hinojosas de Calatrava";"13-048";"ayto_hinojosas@dipucr.es";"926476001"
"Robledo (El)";"13-901";"ayuntamiento@elrobledo.es";"926785025"
"Horcajo de los Montes";"13-049";"aytohorcajo@hotmail.com";"926775001"
"Ruidera";"13-902";"ayuntamiento@ruidera.es";"926528026"
"Labores (Las)";"13-050";"ayunta_labores@yahoo.es";"926892002"
"Arenales de San Gregorio";"13-903";"ayuntamiento@arenalesdesangregorio.es";"926584013"
"Luciana";"13-051";"ayto_luciana@dipucr.es";"926769001"
"Llanos del Caudillo";"13-904";"info@ayuntamientodellanosdelcaudillo.es";"926644001"
"Abáigar";"31-001";"murieta01@worldonline.es";"948534257"
"Beintza-Labaien";"31-137";"labaien@animsa.es";"948450864"
"Abárzuza/Abartzuza";"31-002";"abarzuza@animsa.es";"948520006"
"Lakuntza";"31-138";"lakuntzaudala@teleline.es";"948576015"
"Abaurregaina/Abaurrea Alta";"31-003";"aytos_abaurrea@yahoo.es";"948769039"
"Lana";"31-139";"valledelana@jazzfree.com";"948521051"
"Abaurrepea/Abaurrea Baja";"31-004";"aytos_abaurreas@yahoo.es";"948769039"
"Lantz";"31-140";NA;"948307079"
"Aberin";"31-005";"a.muniain@terra.es";"948551992"
"Lapoblación";"31-141";"lapoblacion-meano@animsa.es";"948659037"
"Ablitas";"31-006";"ayuntamiento@ablitas.com";"948813212"
"Larraga";"31-142";"ayuntamiento@ayuntamientolarraga.com";"948711011"
"Adiós";"31-007";"adios@animsa.es";"948350295"
"Larraona";"31-143";"alarraona@terra.es";"948543945"
"Aguilar de Codés";"31-008";"aguilardecodes@codes.animsa.es";"948444186"
"Larraun";"31-144";"info@larraun.com";"948504207"
"Aibar/Oibar";"31-009";"infor@aibar-oibar.org";"948877005"
"Lazagurría";"31-145";NA;"948443005"
"Altsasu/Alsasua";"31-010";"altsasu@altsasu.net";"948562161"
"Leache/Leatxe";"31-146";"aibar@animsa.es";"948877094"
"Allín/Allin";"31-011";"allin@sip2000.es";"948540440"
"Legarda";"31-147";"legarda@animsa.es";"948344555"
"Allo";"31-012";"aytoallo.3008@cajarural.com";"948523012"
"Legaria";"31-148";"ayto.legaria@terra.es";"948545052"
"Améscoa Baja";"31-013";"amescoabaja@sip2000.es";"948539008"
"Leitza";"31-149";"leiza@infolocal.org";"948510009"
"Ancín/Antzin";"31-014";"info@ancin-antzin.org";"948534013"
"Leoz/Leotz";"31-150";"leoz@animsa.es";"948752005"
"Andosilla";"31-015";"andosilla@animsa.es";"948690034"
"Lerga";"31-151";"lerga@cniebla.com";"948733009"
"Ansoáin/Antsoain";"31-016";"ansoain@ansoain.es";"948132222"
"Lerín";"31-152";"lerin@animsa.es";"948530005"
"Anue";"31-017";NA;"948307079"
"Lesaka";"31-153";"lesaka@animsa.es";"948637005"
"Añorbe";"31-018";"secretaria@ayuntamientoanorbe.es";"948350006"
"Lezaun";"31-154";"lezaun@animsa.es";"948542080"
"Aoiz/Agoitz";"31-019";"aoiz@animsa.es";"948336005"
"Liédena";"31-155";"ayto.liedena@cniebla.com";"948870022"
"Araitz";"31-020";"araitz@animsa.es";"948513087"
"Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti";"31-156";"lizoain@animsa.es";"948338617"
"Aranarache/Aranaratxe";"31-021";"aeulate@terra.es";"948543778"
"Lodosa";"31-157";"ayuntamiento@lodosa.es";"948693032"
"Arantza";"31-022";"arantza.udala@terra.es";"948634005"
"Lónguida/Longida";"31-158";"aytolonguida@terra.es";"948334475"
"Aranguren";"31-023";"aranguren@animsa.es";"948244946"
"Lumbier";"31-159";"ayuntamiento@lumbier.es";"948880010"
"Arano";"31-024";"ayto.arano@cniebla.com";"948514045"
"Luquin";"31-160";"luquin.Wanadoo.es";"948537014"
"Arakil";"31-025";"arakil@animsa.es";"948500101"
"Mañeru";"31-161";"maneru@animsa.es";"948340479"
"Aras";"31-026";"aras@codes.animsa.es";"948644033"
"Marañón";"31-162";"maranon@codes.animsa.es";"948444030"
"Arbizu";"31-027";"arbizu@animsa.es";"948460017"
"Marcilla";"31-163";"ayuntamiento@marcilla.es";"948757031"
"Arce/Artzi";"31-028";"aytoarce@terra.es";"948790398"
"Mélida";"31-164";"melida@animsa.es";"948746015"
"Arcos (Los)";"31-029";"los_arcos@animsa.es";"948441004"
"Mendavia";"31-165";"secretaria@mendavia.org";"948685176"
"Arellano";"31-030";"aarellano@jazzfree.com";"948527025"
"Mendaza";"31-166";"aytomendaza@hotmail.com";"948521013"
"Areso";"31-031";"areso@areso.eus";"948510327"
"Mendigorria";"31-167";"mendigorria@animsa.es";"948340011"
"Arguedas";"31-032";"arguedas@animsa.es";"94883005"
"Metauten";"31-168";"metauten@sip2000.es";"948540139"
"Aria";"31-033";"garralda@animsa.es";"948764008"
"Milagro";"31-169";"milagro@animsa.es";"948861005"
"Aribe";"31-034";"aytoaribe@terra.es";"948764187"
"Mirafuentes";"31-170";"aytomirafuentes@hotmail.com";"948521202"
"Armañanzas";"31-035";"ayto.armananzas@imosa55.com";"948648407"
"Miranda de Arga";"31-171";"ayun.miranda@terra.es";"948737035"
"Arróniz";"31-036";"arroniz@sip2000.es";"948537106"
"Monreal/Elo";"31-172";"monreal.@animsa.es";"948362057"
"Arruazu";"31-037";"HUARTE-ARAKIL@terra.es";"948464036"
"Monteagudo";"31-173";"smonteagudo@masbytes.es";"948816623"
"Artajona";"31-038";"artajona@animsa.es";"948364031"
"Morentin";"31-174";"a.morentin@terra.es";"948527052"
"Artazu";"31-039";"artazu@animsa.es";"948341300"
"Mues";"31-175";"ayumues@jazzfree.com";"948640258"
"Atetz";"31-040";"ayto.atez@cniebla.com";"948306564"
"Murchante";"31-176";"ayuntamiento@murchante.com";"948838084"
"Ayegui/Aiegi";"31-041";"ayegui@ayegui.org";"948551931"
"Murieta";"31-177";"murietaO 1@worldonline.es";"948554328"
"Azagra";"31-042";"ayuntamiento@azagra.es";"948692042"
"Murillo el Cuende";"31-178";"murillo_cuende@animsa.es";"948745104"
"Azuelo";"31-043";"ayuntamiento@azuelo.com";"948657151"
"Murillo el Fruto";"31-179";"murillofruto@animsa.es";"948725015"
"Bakaiku";"31-044";"iturmendibakaiku@wanadoo.es";"948562509"
"Muruzábal";"31-180";"muruzabal@animsa.es";"948344062"
"Barásoain";"31-045";"aytobarasoain@hotmail.com";"948720041"
"Navascués/Nabaskoze";"31-181";"aynavacues.3008@cajarural.com";"948470008"
"Barbarin";"31-046";"luquin@wanadoo.es";"948537014"
"Nazar";"31-182";"aytonazar@hotmail.com";"948521139"
"Bargota";"31-047";"ayunbargota.3008@cajarural.com";"948618080"
"Obanos";"31-183";"obanos@animsa.es";"948344030"
"Barillas";"31-048";"aytobarillas@masbytes.com";"948850038"
"Oco";"31-184";"ayto.oco@terra.es";"948537033"
"Basaburua";"31-049";"udala@basaburua.eus";"948503035"
"Ochagavía/Otsagabia";"31-185";"ayuntamiento@ochagavia.com";"948890034"
"Baztan";"31-050";"baztan@baztan.eus";"948580006"
"Odieta";"31-186";"odieta@sip2000.es";"948307258"
"Beire";"31-051";"aytobeire@terra.es";"948740096"
"Oiz";"31-187";"oitz@animsa.es";"948451566"
"Belascoáin";"31-052";NA;"948329497"
"Olaibar";"31-188";"olaibar@animsa.es";"948330371"
"Berbinzana";"31-053";"ayuntamiento@berbinzana.info";"948722009"
"Olazti/Olazagutía";"31-189";"olazti@olazti.com";"948562446"
"Bertizarana";"31-054";"ayuntamientobertizarana@gmail.com";"948592018"
"Olejua";"31-190";"ayto.olejua@terra.es";"948537040"
"Betelu";"31-055";"betelu@animsa.es";"948513011"
"Olite/Erriberri";"31-191";"olite@animsa.es";"948740175"
"Biurrun-Olcoz";"31-056";"atiebas@elconsultor.es";"948360384"
"Olóriz/Oloritz";"31-192";"oloriz@sip2000.es";"948752038"
"Buñuel";"31-057";"ayuntamiento@bunuel.es";"948833005"
"Cendea de Olza/Oltza Zendea";"31-193";"cendea@ayuntamientoolza.com";"948322068"
"Auritz/Burguete";"31-058";"burguete@animsa.es";"948760032"
"Valle de Ollo/Ollaran";"31-194";"valdeollo@ctv.es";"948328024"
"Burgui/Burgi";"31-059";"ayuntamiento@burgui.es";"948477007"
"Orbaizeta";"31-195";"infor@orbaizeta.com";"948766040"
"Burlada/Burlata";"31-060";"burlada@burlada.es";"48238400"
"Orbara";"31-196";"info@orbaizeta.com";"948766040"
"Busto (El)";"31-061";"ayuntamientoelbusto@wanadoo.es";"948648301"
"Orísoain";"31-197";"orisoain@animsa.es";"948752012"
"Cabanillas";"31-062";"cabanillas@animsa.es";"948810107"
"Oronz/Orontze";"31-198";"ayunoronz.3008@cajarural.com";"948890176"
"Cabredo";"31-063";"cabredo@codes.animsa.es";"948444009"
"Oroz-Betelu/Orotz-Betelu";"31-199";"oroz-betelu@terra.es";"948764020"
"Cadreita";"31-064";"cadreita@navarra.net";"948836011"
"Oteiza";"31-200";"oteiza@ayuntamiento.jazztel.es";"948543128"
"Caparroso";"31-065";"jldiez@caparroso.animsa.es";"948730033"
"Pamplona/Iruña";"31-201";"pamplona@pamplona.es";"948420100"
"Cárcar";"31-066";"carcar@animsa.es";"948674175"
"Peralta/Azkoien";"31-202";"informacion@aytoperalta.com";"948750005"
"Carcastillo";"31-067";"info@carcastillo.es";"948725111"
"Petilla de Aragón";"31-203";"aytopetilla@inicia.es";"948888107"
"Cascante";"31-068";"ayuntamiento@cascante.com";"948851450"
"Piedramillera";"31-204";"piedramiller@jazzfree.com";"948545004"
"Cáseda";"31-069";"caseda.secretaria@animsa.es";"948879004"
"Pitillas";"31-205";"aytopitillas@terra.es";"948745005"
"Castejón";"31-070";"ayuntamiento@castejon.infolocal.org";"948844002"
"Puente la Reina/Gares";"31-206";"puente@animsa.es";"948340007"
"Castillonuevo";"31-071";NA;"948477032"
"Pueyo/Puiu";"31-207";"pueyo@animsa.es";"948721022"
"Cintruénigo";"31-072";"ayuntamiento@cintruenigo.com";"948811016"
"Ribaforada";"31-208";"ribaforada@animsa.es";"948864005"
"Ziordia";"31-073";NA;"948467548"
"Romanzado/Erromantzatua";"31-209";"romanzado@animsa.es";"948880602"
"Cirauqui/Zirauki";"31-074";"cirauqui@animsa.es";"948342080"
"Roncal/Erronkari";"31-210";"ayunta.roncal@terra.es";"948475039"
"Ciriza/Ziritza";"31-075";"udala@etxauri.es";"948329310"
"Orreaga/Roncesvalles";"31-211";"burguete@animsa.es";"948760032"
"Cizur";"31-076";"ayuntamiento@cendeadecizur.es";"948353053"
"Sada";"31-212";"sada@cniebla.com";"948877012"
"Corella";"31-077";"ayuntamiento@corella.es";"948780004"
"Saldías";"31-213";NA;"948615119"
"Cortes";"31-078";"cortes@cortes.animsa.es";"948800209"
"Salinas de Oro/Jaitz";"31-214";"salinasde oro@animsa.es";"948357141"
"Desojo";"31-079";"ayuntamientodesojo@wanadoo.es";"948648300"
"San Adrián";"31-215";"registro@sanadrian.net";"948670004"
"Dicastillo";"31-080";"adicastillo@wanadoo.es";"948527006"
"Sangüesa/Zangoza";"31-216";"sanguesa@animsa.es";"948870005"
"Donamaria";"31-081";"donamaria@animsa.es";"948450046"
"San Martín de Unx";"31-217";"sanmartinunx@animsa.es";"948738006"
"Etxalar";"31-082";"udala@etxalar.org";"948635005"
"Sansol";"31-219";"ayuntamientodesansol@wanadoo.es";"948648156"
"Echarri/Etxarri";"31-083";"udala@etxauri.es";"948329310"
"Santacara";"31-220";NA;"948746006"
"Etxarri Aranatz";"31-084";"udala@etxarriaranatz.eus";"948460004"
"Doneztebe/Santesteban";"31-221";"santesteban@animsa.es";"948450017"
"Etxauri";"31-085";"udala@etxauri.es";"948329310"
"Sarriés/Sartze";"31-222";"aytoesparza.3008@cajarural.com";"948890118"
"Valle de Egüés";"31-086";"egues@animsa.es";"948331611"
"Sartaguda";"31-223";"sartaguda@animsa.es";"948667007"
"Elgorriaga";"31-087";"elgorriaga@animsa.es";"948450454"
"Sesma";"31-224";"sesma@animsa.es";"948698019"
"Valle de Elorz / Elortzibar";"31-088";"ayuntamiento@noain.es";"948317203"
"Sorlada";"31-225";"sorlada@jazzfree.com";"964854506"
"Enériz/Eneritz";"31-089";"eneriz@animsa.es";"948350100"
"Sunbilla";"31-226";"sunbillaayuntamiento@hotmail.com";"948450071"
"Eratsun";"31-090";NA;"948615137"
"Tafalla";"31-227";"tafalla@animsa.es";"948701811"
"Ergoiena";"31-091";"ergoiena@terra.es";"948460141"
"Tiebas-Muruarte de Reta";"31-228";"ayuntamiento@tiebas-muruarte.es";"948360047"
"Erro";"31-092";"erro@animsa.es";"948768011"
"Tirapu";"31-229";"tirapu@animsa.es";"948350370"
"Ezcároz/Ezkaroze";"31-093";"ayezcaroz.3008@cajarural.com";"948890030"
"Torralba del Río";"31-230";"aytodetorralba.@wanadoo.es";"948657115"
"Eslava";"31-094";NA;"948733012"
"Torres del Río";"31-231";"ayto.torresdelrio@imosa55.com";"948648126"
"Esparza de Salazar/Espartza Zaraitzu";"31-095";"aytoesparza.3008@cajarural.com";"948890118"
"Tudela";"31-232";"sac010@tudela.es";"948242010"
"Espronceda";"31-096";"aytoespronceda@wanadoo.es";"948657131"
"Tulebras";"31-233";"aytotulebras@masbytes.com";"948850015"
"Estella-Lizarra";"31-097";"alcaldia@estella-lizarra.com";"948848200"
"Ucar";"31-234";"ucar@animsa.es";"948350292"
"Esteribar";"31-098";"ayuntamiento@esteribar.org";"948304071"
"Ujué/ Uxue";"31-235";"ujue@animsa.es";"948739023"
"Etayo";"31-099";"aytoetayo@terra.es";"948537043"
"Ultzama";"31-236";"ayuntamiento@ultzama.es";"948305115"
"Eulate";"31-100";"aeulate@terra.es";"948543778"
"Unciti";"31-237";"unciti@animsa.es";"948338058"
"Ezcabarte";"31-101";"ezcabarte@animsa.es";"948330341"
"Unzué/Untzue";"31-238";"unzue@animsa.es";"948720200"
"Ezkurra";"31-102";NA;"948615068"
"Urdazubi/Urdax";"31-239";"urdax@animsa.es";"948599034"
"Ezprogui";"31-103";NA;"948733182"
